"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"ENSMUSG00000030148",2.45066493939433,5.25732768810655,21.5891342391475,1.30306534907092e-06,0.000340497987744191,6.42330392058071
"ENSMUSG00000050350",3.21113603614105,3.73131791094952,21.5419509891293,1.31897708537877e-06,0.000340497987744191,6.41155086613973
"ENSMUSG00000032041",1.41563967555269,3.70366066677861,21.4790530289339,1.3405452402943e-06,0.000340497987744191,6.39583022597234
"ENSMUSG00000059089",2.83639400197527,6.17220526332524,21.3785122040837,1.37588947336355e-06,0.000340497987744191,6.37057427008195
"ENSMUSG00000030474",3.11554755151779,5.26254291428031,21.3752529054788,1.37705347334144e-06,0.000340497987744191,6.3697529056836
"ENSMUSG00000020227",1.52273423107537,6.67440093672745,21.2706693632239,1.41502609238239e-06,0.000343783901913732,6.34330912436052
"ENSMUSG00000012889",1.66474936044216,1.70676118765438,21.2202001066046,1.43379068096722e-06,0.000343783901913732,6.33048668124909
"ENSMUSG00000076749",-1.36108952744916,3.93052499951114,-21.0392879761377,1.5035031349018e-06,0.000352439239677836,6.28419182858266
"ENSMUSG00000048031",9.32130144403425,-0.289263919522591,20.9910037181679,1.5227781282121e-06,0.000352439239677836,6.27174767575671
"ENSMUSG00000026121",1.74553042342528,3.18220727758838,20.9333832374103,1.54616186962422e-06,0.000352439239677836,6.25684819325149
"ENSMUSG00000063239",4.30985144287337,-1.3823075866077,20.9022481388031,1.55897294012313e-06,0.000352439239677836,6.24877495118747
"ENSMUSG00000054072",4.87567068070956,-0.245279457082873,20.7594371958647,1.61935901494992e-06,0.000360934597346232,6.21154228669633
"ENSMUSG00000039145",1.67941223391486,2.31299673072373,20.7036406699036,1.64369672512682e-06,0.000361270842710166,6.19690459715068
"ENSMUSG00000091649",2.59590582432675,2.42499247357676,20.4867889264302,1.74246274825e-06,0.000377099546088129,6.13952507953534
"ENSMUSG00000020589",1.68266009296889,3.67378571197973,20.4427329865362,1.76337228502506e-06,0.000377099546088129,6.12777150011479
"ENSMUSG00000041992",2.9839592604245,1.25211330953316,20.306944927298,1.82970102707816e-06,0.000386066916713492,6.09133796386745
"ENSMUSG00000040592",1.58255644009664,5.88606696158645,20.1286542776315,1.92130116526182e-06,0.000397203711715139,6.04302076354497
"ENSMUSG00000090881",2.9975892929692,-1.44604684809659,20.0967138935983,1.9382754495631e-06,0.000397203711715139,6.03430671279594
"ENSMUSG00000042985",4.98283410288724,-2.95915080895501,20.0604136538158,1.95778132788504e-06,0.000397203711715139,6.02438159110541
"ENSMUSG00000029810",1.92136684769335,8.82034935853821,20.0073978978005,1.98668572869303e-06,0.000397965843754014,6.00984470336044
"ENSMUSG00000028989",3.99413290380303,-3.45350140849711,19.9080066358375,2.04223830427238e-06,0.00040398026456388,5.98245831165303
"ENSMUSG00000050751",5.01872066957118,-2.49993367326977,19.8033043234414,2.10274666020255e-06,0.000410677179230097,5.95341887833199
"ENSMUSG00000004359",5.5096788355696,2.25520178088427,19.7606573020513,2.12799549427286e-06,0.000410677179230097,5.94153443874601
"ENSMUSG00000041594",1.72981100518108,1.48805723876485,19.6006038655915,2.22598908785695e-06,0.000424412979702846,5.89663952385581
"ENSMUSG00000021200",4.6003239466269,2.7034987651994,19.4491482148152,2.32364046889812e-06,0.000437757266908486,5.85372571541491
"ENSMUSG00000023367",2.53368964517592,9.07813121787554,19.3492022574161,2.39084312240544e-06,0.000438860782511498,5.82517452594251
"ENSMUSG00000033355",2.70440729927,4.98510309073731,19.323878515613,2.40823184824589e-06,0.000438860782511498,5.81791080873886
"ENSMUSG00000020865",2.1819753008017,3.18044679057652,19.3174143002076,2.41269434935231e-06,0.000438860782511498,5.81605472633851
"ENSMUSG00000007682",-1.36905218041184,2.38936032934414,-19.271658659986,2.44456081341111e-06,0.000439343851009585,5.80289439795822
"ENSMUSG00000015243",1.94388777552339,2.21886834796313,19.2344004047404,2.47087537060683e-06,0.000439343851009585,5.79214899418135
"ENSMUSG00000043300",4.69842987174609,0.787262073132735,19.1562316256645,2.52717449382253e-06,0.000444361515163795,5.76951950716509
"ENSMUSG00000073412",1.18707259167294,8.9225299549677,18.9763430915067,2.6625660501948e-06,0.000463023162025635,5.71699937619202
"ENSMUSG00000024737",2.5750094957117,5.50742444507532,18.7768437723616,2.8228143059109e-06,0.000483454898832923,5.65802037350482
"ENSMUSG00000024696",1.44096710583242,5.53654563976403,18.7548607981992,2.84115675143519e-06,0.000483454898832923,5.65147365272943
"ENSMUSG00000042286",1.62442972782959,5.20860986990099,18.6604192184924,2.92157001273546e-06,0.000487957904705137,5.62323912237859
"ENSMUSG00000021025",1.29352053828382,7.5067728558225,18.6515145479669,2.92928915936733e-06,0.000487957904705137,5.62056779564514
"ENSMUSG00000056032",5.08110559931744,-2.68331392104823,18.5849082319653,2.98779470248621e-06,0.000488306494708491,5.60053611711876
"ENSMUSG00000050212",1.90266539350523,4.98572306697071,18.5789498056074,2.99309510184667e-06,0.000488306494708491,5.59873979663172
"ENSMUSG00000003283",2.40464723757415,6.0422843683569,18.4446169232569,3.115579583141e-06,0.000497040114478637,5.55805130025259
"ENSMUSG00000031074",-2.22421640662355,3.05241330391625,-18.4252868017939,3.13368573483202e-06,0.000497040114478637,5.55216617444611
"ENSMUSG00000062488",5.05879547162954,0.167856393610565,18.41767042984,3.14085380397243e-06,0.000497040114478637,5.54984524695765
"ENSMUSG00000052270",2.5722262371812,5.58889021797074,18.378122661462,3.17838520594677e-06,0.000497999464199086,5.53777482044289
"ENSMUSG00000034422",1.4535778443467,3.92371716615304,18.2241660249494,3.32960454155037e-06,0.000508119102651674,5.49047867601283
"ENSMUSG00000015305",1.18886958172812,2.89085814921388,18.222266485746,3.33152247656759e-06,0.000508119102651674,5.48989206047626
"ENSMUSG00000033740",1.80968156647876,-0.861533830967988,18.214578953175,3.33929773622585e-06,0.000508119102651674,5.48751722921391
"ENSMUSG00000074896",4.44837411541985,2.86997456459473,18.083793759348,3.47490173920203e-06,0.000523717333551163,5.44692546773216
"ENSMUSG00000037347",4.76329952293433,-0.178980001708448,18.0152586960146,3.54854344297483e-06,0.000525725939471309,5.42551024430866
"ENSMUSG00000089929",3.65923198261391,3.5001654084508,18.009631131183,3.55467143907931e-06,0.000525725939471309,5.42374736314535
"ENSMUSG00000000682",1.59830447038127,8.47489734258502,17.9016155882411,3.67473885293204e-06,0.000533810769129307,5.38977951097723
"ENSMUSG00000020868",1.40389140725058,4.41193661510206,17.8997969373593,3.67680087425558e-06,0.000533810769129307,5.3892054549433
"ENSMUSG00000027580",1.07402675604278,3.70453230191135,17.6429763384143,3.98214925342996e-06,0.000572886472141174,5.30741924751021
"ENSMUSG00000026770",4.61108384413531,-0.606493087143308,17.5400619365398,4.11281363138705e-06,0.000573260455734178,5.27423871390893
"ENSMUSG00000024661",1.2466801129822,13.4250856508965,17.5382380200571,4.11517441446276e-06,0.000573260455734178,5.27364854196982
"ENSMUSG00000040522",1.82334276764701,3.28522643787154,17.4900092803128,4.17818107189845e-06,0.000573260455734178,5.25801598625766
"ENSMUSG00000055435",2.82074106855889,3.59650073688271,17.4875487929382,4.18142577254988e-06,0.000573260455734178,5.25721706263602
"ENSMUSG00000056091",1.15255725519624,6.18520596962414,17.4592108455618,4.21901000442941e-06,0.000573260455734178,5.24800589024974
"ENSMUSG00000079243",4.71626484282102,-3.09243543898812,17.4557223112436,4.22366419952265e-06,0.000573260455734178,5.24687070327755
"ENSMUSG00000030147",2.89565974128752,1.39687145498799,17.4392674537037,4.24569883568405e-06,0.000573260455734178,5.24151251210238
"ENSMUSG00000020125",-1.9030910603389,11.3697845171529,-17.3908720600403,4.31129241082945e-06,0.000573260455734178,5.22571810120736
"ENSMUSG00000030187",1.59933424390358,3.39123557247268,17.3841070168606,4.32055612817637e-06,0.000573260455734178,5.22350602599677
"ENSMUSG00000047712",4.50018214537755,0.212831423453868,17.3648901202715,4.3469987164677e-06,0.000573260455734178,5.21721670259009
"ENSMUSG00000049191",3.73418995980163,3.47358025324948,17.2424759079154,4.51997910365251e-06,0.000589164990240774,5.17695514490244
"ENSMUSG00000052759",4.30973904625481,1.53813168461693,17.2272455637682,4.54206185209317e-06,0.000589164990240774,5.17192190666036
"ENSMUSG00000035275",5.97365341346445,0.663857056107293,17.0488733337653,4.8103621725231e-06,0.000618894157562423,5.11257412911042
"ENSMUSG00000009350",-1.93172622162861,11.5493338450736,-16.9704779577861,4.9341482801057e-06,0.000625536499965442,5.08625494713261
"ENSMUSG00000061665",1.20949528802123,3.41423454832115,16.9661773308521,4.94104660320255e-06,0.000625536499965442,5.08480692474023
"ENSMUSG00000021892",1.67051054860164,4.73429594382293,16.88900242165,5.06678542361016e-06,0.0006363641216558,5.05874743086077
"ENSMUSG00000028037",3.98454327684914,0.308627216591291,16.8481243817913,5.13490907217147e-06,0.000639842016276484,5.04488666536865
"ENSMUSG00000004698",1.39770871536896,0.702515291235176,16.7578958515086,5.28912343588114e-06,0.000653909206037648,5.01415018606762
"ENSMUSG00000003206",1.74971702839428,7.80636592893536,16.6459624780836,5.48806456244103e-06,0.000673245129462243,4.97574566237639
"ENSMUSG00000045322",2.25874030736386,3.41130671654548,16.5947555440783,5.58199999351952e-06,0.000675128111563787,4.95807431393713
"ENSMUSG00000041797",1.75075071513759,0.422493230839967,16.591121317544,5.5887382379056e-06,0.000675128111563787,4.95681770205864
"ENSMUSG00000050953",1.44479064964509,4.31829790366394,16.5459199788745,5.67335037328801e-06,0.000680157345888506,4.94116111377703
"ENSMUSG00000043940",1.12927495041169,3.07384984063544,16.3778005991331,6.00154929621755e-06,0.000714094117388291,4.88248259276834
"ENSMUSG00000015852",4.80961103133254,4.21681516451258,16.2732618615343,6.21688195963304e-06,0.000734195201576066,4.84563677927656
"ENSMUSG00000021133",0.959534620471003,5.40028301129673,16.1675822617651,6.44385281489094e-06,0.000755362746634438,4.80810536258659
"ENSMUSG00000048107",1.26199612376525,5.73502098527002,16.1202006419873,6.548768874042e-06,0.000759417581705599,4.79118467187847
"ENSMUSG00000068587",-1.50341446544352,0.988486812148739,-16.0938081357972,6.60807931713149e-06,0.000759417581705599,4.78173426374381
"ENSMUSG00000000530",1.76660902082772,2.30059253282929,16.0872840819379,6.62283762361504e-06,0.000759417581705599,4.77939539233628
"ENSMUSG00000022425",4.82446706749957,-1.85117111280463,16.0663753437221,6.6703977160871e-06,0.000759417581705599,4.77189214183328
"ENSMUSG00000020023",2.04884500143646,-0.858400188164748,15.9871353616246,6.85432129089209e-06,0.000774542285458923,4.74335249421159
"ENSMUSG00000063354",1.79405170043069,6.37719749993783,15.9597215003028,6.9193343705192e-06,0.000774542285458923,4.73344049056698
"ENSMUSG00000030786",1.39908166551301,7.51627466060372,15.9468625969375,6.95007927552399e-06,0.000774542285458923,4.72878427263048
"ENSMUSG00000036098",3.18666818423773,-1.3723858723176,15.925830154528,7.00071334611011e-06,0.000774668146159587,4.72115897887593
"ENSMUSG00000064373",1.71728461047252,7.16249094036702,15.9058922692805,7.04911298875075e-06,0.000774668146159587,4.7139196860385
"ENSMUSG00000004952",1.17980226203091,4.80774245374674,15.8580094383739,7.16696450432271e-06,0.000776671863571181,4.6964906018133
"ENSMUSG00000043832",2.66624975689628,5.01559190146538,15.8576973831635,7.16774010817897e-06,0.000776671863571181,4.69637681489458
"ENSMUSG00000030340",-1.43334900780422,2.6487146759233,-15.8389242042847,7.21458223980813e-06,0.000776671863571181,4.68952662681797
"ENSMUSG00000025964",5.00345592358672,-2.94883989860527,15.7746623750319,7.37767143392114e-06,0.000788862502985148,4.6660064242752
"ENSMUSG00000000957",1.45988052496891,4.58947009221919,15.732292508357,7.48757202924707e-06,0.000791045116675726,4.65043793537245
"ENSMUSG00000042417",-1.35417005104972,1.60997992188045,-15.7175472090284,7.52626934492038e-06,0.000791045116675726,4.64500848748605
"ENSMUSG00000030203",1.48052949612257,2.63068792062145,15.7092888708177,7.54804503115542e-06,0.000791045116675726,4.64196506179614
"ENSMUSG00000023341",2.34908813642864,1.31261733166183,15.6640348001317,7.6686940852995e-06,0.00079549500247581,4.62525474632911
"ENSMUSG00000038352",1.30453507258471,4.3309220268915,15.6557442821605,7.69104173009787e-06,0.00079549500247581,4.622187374408
"ENSMUSG00000002847",3.47681834482704,-1.43066355021964,15.6059041825727,7.8270131219536e-06,0.000804301835421531,4.60370760186674
"ENSMUSG00000036206",2.39437136616841,1.81518956944063,15.4517964542796,8.26566690618724e-06,0.000843897927680084,4.54613369200478
"ENSMUSG00000048962",4.85852730201105,1.61967673853398,15.3848927056835,8.46505405057134e-06,0.000849712734287845,4.520932646272
"ENSMUSG00000002105",1.22716721037511,3.91202762176036,15.3824904960517,8.47231756749719e-06,0.000849712734287845,4.5200254505782
"ENSMUSG00000020400",1.00756532488002,6.65287537516106,15.3787296885987,8.48370376097817e-06,0.000849712734287845,4.51860485295591
"ENSMUSG00000034641",1.42283851104822,5.89133595340489,15.3240219480082,8.65138648926794e-06,0.000861057806243177,4.49789449243211
"ENSMUSG00000027808",1.33630990750008,8.66903158079533,15.1960528661068,9.05906090170008e-06,0.000887958362185343,4.44911733702641
"ENSMUSG00000045551",4.39853817688992,5.1865577018105,15.1922272848549,9.07159135102288e-06,0.000887958362185343,4.44765193712967
"ENSMUSG00000026482",1.71507729957069,3.44710079637461,15.1770729413866,9.12142892653552e-06,0.000887958362185343,4.44184287573368
"ENSMUSG00000039501",0.967443422188874,4.50793758114245,15.1696035940805,9.14611140829137e-06,0.000887958362185343,4.4389772383615
"ENSMUSG00000002983",1.10801556099724,3.81712136682238,15.1411066952998,9.24100296317555e-06,0.000891700438367397,4.42802949801662
"ENSMUSG00000045326",3.12356101685713,-1.90450963898554,15.1205956261105,9.31001867948055e-06,0.000892915427895634,4.42013513133542
"ENSMUSG00000040659",1.21189692131438,8.14639744301454,15.060490980797,9.51577286326047e-06,0.000907151238319861,4.39693134700034
"ENSMUSG00000056643",-1.62587651024096,2.74704700138197,-14.9559258389936,9.88659969995672e-06,0.000931978229373841,4.35631090846119
"ENSMUSG00000017734",1.91477525070892,1.30504154780691,14.9388143148914,9.94888712529921e-06,0.000931978229373841,4.34963285539381
"ENSMUSG00000036908",1.03702845578259,8.40546963712205,14.9168712126677,1.00294376984666e-05,0.000931978229373841,4.34105647738952
"ENSMUSG00000032076",1.79242838203878,0.0591118807486254,14.9074082884642,1.00644112320189e-05,0.000931978229373841,4.33735350909653
"ENSMUSG00000079559",3.34146250335046,0.464425135740345,14.895386907562,1.01090472131821e-05,0.000931978229373841,4.33264553460246
"ENSMUSG00000030447",0.828033918765804,5.34644236465165,14.8898838199151,1.01295580064645e-05,0.000931978229373841,4.3304889032002
"ENSMUSG00000034145",4.2172294853808,-2.76991653214754,14.839992523296,1.03177575739551e-05,0.000943806437039535,4.3108954339663
"ENSMUSG00000050010",4.92203905570446,-1.63988888663288,14.8158993559844,1.04101105216814e-05,0.000944097544460541,4.30140674809966
"ENSMUSG00000026207",2.12295962609833,-1.04285077685164,14.785671921447,1.05273537674484e-05,0.000944097544460541,4.28947745169191
"ENSMUSG00000027347",3.66278048301983,0.46992118443983,14.7820699845869,1.05414277633133e-05,0.000944097544460541,4.28805410295169
"ENSMUSG00000027488",2.62534924760421,1.31225260791905,14.7774340620409,1.05595744309331e-05,0.000944097544460541,4.28622158485464
"ENSMUSG00000055632",2.07016262293594,-0.877793436092593,14.7431107710125,1.06950755259099e-05,0.000950840282008563,4.27263379407846
"ENSMUSG00000004540",2.49138659515017,-1.2330172247558,14.6673820298967,1.10013264269821e-05,0.000972603300039063,4.24252774617792
"ENSMUSG00000026566",1.32533181757406,4.07062321326254,14.6502494580716,1.1072032959329e-05,0.000973416231007671,4.23569234344858
"ENSMUSG00000052776",1.34299602027318,5.46344379768902,14.6066551251487,1.12543679883484e-05,0.000977072623844473,4.21825875597044
"ENSMUSG00000016529",3.03316373081478,0.979761396637307,14.6046150620516,1.12629866445987e-05,0.000977072623844473,4.21744148973857
"ENSMUSG00000072568",1.02251384758653,4.66987570022105,14.596145900683,1.12988492994337e-05,0.000977072623844473,4.21404729842853
"ENSMUSG00000006576",4.92026562226442,-1.73505453399808,14.5424550723753,1.15293486145936e-05,0.000983994565610654,4.19247790344365
"ENSMUSG00000028238",-1.94063196659011,0.624639109481791,-14.5399100303399,1.15404110745374e-05,0.000983994565610654,4.19145325294827
"ENSMUSG00000004707",1.45352353476259,4.57571291038066,14.5341638377805,1.15654337569404e-05,0.000983994565610654,4.18913905680538
"ENSMUSG00000036896",1.93216236955876,4.53970871064286,14.4598721927506,1.18947546101074e-05,0.000993738615877429,4.15912630453735
"ENSMUSG00000009093",4.1756277868241,-3.36275396698658,14.4575065613141,1.19054205834263e-05,0.000993738615877429,4.15816778205381
"ENSMUSG00000033768",5.87266200535473,-2.03949409021841,14.4547348941015,1.19179315501199e-05,0.000993738615877429,4.15704451543061
"ENSMUSG00000097134",1.49834194143473,-0.187390029724448,14.4518117624486,1.19311429394446e-05,0.000993738615877429,4.15585960343108
"ENSMUSG00000026494",-0.950571938934435,-2.37014749280016,-14.3852701238434,1.22365879335689e-05,0.0010138429531347,4.12881358545408
"ENSMUSG00000030214",2.46219541155871,4.82780736410821,14.3588276103898,1.23605097332875e-05,0.0010187763881733,4.11802703253495
"ENSMUSG00000079700",2.48783624057916,0.751156561352845,14.3261121804474,1.25158745822071e-05,0.00102390603299622,4.10465080562428
"ENSMUSG00000045763",1.23856281427668,7.44875237234293,14.3130975752286,1.25783174304245e-05,0.00102390603299622,4.09932007783415
"ENSMUSG00000035513",1.21689809432528,5.1344936779647,14.3051039162208,1.26168515914226e-05,0.00102390603299622,4.09604322265942
"ENSMUSG00000041481",1.35140336805807,8.61389368989787,14.2744887511433,1.27657225426348e-05,0.00103070183284283,4.08347414743378
"ENSMUSG00000035208",1.25982233416739,3.54299466410267,14.2502931149037,1.28848380833024e-05,0.00103503838917898,4.0735193037962
"ENSMUSG00000015568",2.92624767477881,5.86701032393297,14.2044457099051,1.31141442337377e-05,0.00104090031361241,4.05460442990282
"ENSMUSG00000030683",3.64198654971462,1.10434100431744,14.1948726953569,1.31626264899297e-05,0.00104090031361241,4.05064638469044
"ENSMUSG00000073555",3.90316708086633,-0.0921380108706509,14.1882865733306,1.31961039277383e-05,0.00104090031361241,4.04792156875969
"ENSMUSG00000003863",1.55527912737125,0.368370637316587,14.1834182659141,1.32209139359301e-05,0.00104090031361241,4.04590654279575
"ENSMUSG00000041225",1.09851846133683,3.05869536014403,14.1441559180672,1.34230184418344e-05,0.00105158052892094,4.02962738536051
"ENSMUSG00000023022",1.06892855818016,3.11863027036142,14.0904755483053,1.37052408629091e-05,0.00106840116579082,4.00728862137861
"ENSMUSG00000074093",-0.999547947819852,5.04633508541566,-13.985536759745,1.42773307581255e-05,0.00110754293748694,3.96334473574873
"ENSMUSG00000036667",1.45130667254802,-1.21829623758812,13.9509363219422,1.44720742547261e-05,0.00111717353698068,3.94877536679623
"ENSMUSG00000035692",2.20001612806725,5.68117695065155,13.9374485404683,1.45488318566797e-05,0.00111764691326193,3.94308516321164
"ENSMUSG00000092909",-4.81192069155765,-3.0446075146198,-13.9038863170615,1.47419146567116e-05,0.00112700869295875,3.92889950521658
"ENSMUSG00000073489",1.71588484519615,4.75129542643467,13.8661866727013,1.49623982190853e-05,0.00113452703826871,3.91291988237614
"ENSMUSG00000021322",1.18999223717121,5.24328940356942,13.8625885849396,1.49836430330591e-05,0.00113452703826871,3.91139226440766
"ENSMUSG00000039652",1.62456734583045,-1.72642896709221,13.8436328619929,1.50961530332801e-05,0.00113760296072218,3.90333711438578
"ENSMUSG00000061666",0.998623901564794,1.74475746027735,13.8177701015592,1.52512628319128e-05,0.00114384471239346,3.89232719263575
"ENSMUSG00000037995",1.91483873849905,-0.0644234985755153,13.7858055159544,1.54455602898534e-05,0.00114833696001508,3.8786882426414
"ENSMUSG00000046314",1.70071469664445,1.0539514667342,13.7840542747941,1.54562889404873e-05,0.00114833696001508,3.87793999956383
