Gene_name	score
MYO1C	0.590827311291115
CERS5	0.565748998194854
ATP6V1E1	0.556479170712172
NAPA	0.540467454305154
DECR1	0.533956812968957
SMAP2	0.527166239794119
RNF4	0.521219515800451
CCND3	0.519727129699064
NRBP1	0.511725229979108
VTI1B	0.509029360683013
INPP5D	0.504213300020619
RAB5B	0.498339426110143
TM9SF2	0.492007542900509
NBPF14	0.490075687462676
CDYL2	0.489904688814859
CALM3	0.485078577835373
CNOT11	0.475929490026022
RNF185	0.47491433151481
CLTC	0.472774875947824
PDLIM2	0.471468726932119
NDFIP1	0.468546813130309
SMIM30	0.463525442576434
NSF	0.452086165165141
ADAT3	0.448065046736537
GYG1	0.445481262124867
RNF114	0.441973045140311
TMEM230	0.435867291868475
TRAFD1	0.412489036863121
ADD1	0.394218683708749
FOPNL	0.389965532182486
M6PR	0.387091390953582
SLC2A1	0.380307624076786
ALDH9A1	0.376342241717268
DCAF7	0.362820079293586
RABIF	0.361069128284677
RRAGA	0.35797267176585
JAK1	0.351602055678825
NUB1	0.33586727591355
RAC2	0.32973521337703
RPS8	-0.284518182394124
VARS	-0.317872996429648
SNHG5	-0.369734876719028
GAS5	-0.403169747327887
EIF4B	-0.412736534998772
WDR54	-0.436365646185758
ZFP36L2	-0.446894469140691
RTL6	-0.457208479851109
UBN1	-0.4602215821842
GOT2	-0.469046606939514
CD4	-0.478936429917875
TRIM4	-0.512668827317287
SNHG8	-0.517781632210569
CGNL1	-0.525335380454064
RBM10	-0.528382301196953
PDZD8	-0.559367555963622
MX2	-0.560324362583605
LZTR1	-0.564325563599995
ACOT7	-0.566694511411989
PDCD5	-0.582795228389758
CBR1	-0.583150923307733
SNHG7	-0.586618764531031
NCS1	-0.603535327891521
ZBTB12	-0.611233706939027
PGP	-0.614097899523741
GART	-0.614358046137126
GOLM1	-0.624570055660171
CHST13	-0.624872308525711
MTHFD1	-0.631845002511213
RPL13	-0.634347222809313
RPL31	-0.636475453049969
NDUFA8	-0.637149158776013
NIT2	-0.638651407155325
DEAF1	-0.642888631593683
CMSS1	-0.647479396958484
PUS7	-0.65081234929788
PSPC1	-0.661549777599804
INTS3	-0.670327561850193
CAD	-0.675834321405213
UCP2	-0.688141373863681
TTC38	-0.692153225171942
PUS1	-0.702301990971019
SYNGR2	-0.702683505887528
STAC3	-0.712362018868545
FAM120AOS	-0.716047395781202
LIG3	-0.725562139868045
GCSH	-0.731493139155398
FRMD4A	-0.739682470333353
ACY1	-0.748236216968661
ABHD14B	-0.751047503017916
TWNK	-0.763330984697173
ZDHHC8	-0.767902274197452
GNL3	-0.772210922671737
SLC17A9	-0.772236219715316
FADS1	-0.792873909969243
GPC3	-0.795462747095403
IPO4	-0.835504274816547
SYNGR2	-0.835926887287788
YDJC	-0.836542775917219
SORD	-0.838156185649501
FBXO11	-0.855993677371025
BEX3	-0.857525853314892
TOP1MT	-0.85766112224195
SEPT5	-0.868973904119468
FBP1	-0.880884891434201
KATNB1	-0.893977109534239
ALDOC	-0.902758487694117
MZT2B	-0.904788377433664
MT1A	-0.907965280406107
ANKRD27	-0.908810939087347
ATRIP	-0.914117287412436
ALDH1B1	-0.915428354711001
NUDT16	-0.935535643554752
ANXA11	-0.950539194223173
SLC39A10	-0.958294186970023
MFNG	-0.969152709860438
SRP19	-0.970480035139375
COA7	-0.972444406478734
C9orf3	-0.973307794828895
C6orf89	-0.976557133075453
TSPAN4	-0.98162717114249
ELANE	-0.981769879905359
MYC	-0.986504571114408
ERGIC1	-0.986705409352157
FTSJ1	-1.00122646357094
MTFP1	-1.01153959044059
LENG9	-1.0151147456999
CKAP4	-1.01819938937316
CABIN1	-1.02585149713388
EEF1A2	-1.03847527805219
CCDC86	-1.04469219980665
APCDD1	-1.04746598954504
PRXL2B	-1.07721334650582
RPL22	-1.08948405777804
EEF1A2	-1.09880211918152
SOX12	-1.11107940760637
TBC1D5	-1.11768586035458
CDHR1	-1.12654139066251
OBSL1	-1.1293763368024
APCDD1	-1.13217361982891
ASS1	-1.13536083104183
MTFP1	-1.13708710553315
PRR7	-1.14601934492035
MLST8	-1.14744112117072
RPL22L1	-1.15109747381802
PATZ1	-1.15130301824075
AACS	-1.15778608385919
PSMG1	-1.16189673712481
EEF1E1	-1.16654333151687
B4GAT1	-1.17287680528398
SLAIN1	-1.17726123540898
GAMT	-1.18240355401688
CDHR1	-1.18331864426235
HMGB1P5	-1.1917966191967
MRAS	-1.19909400553264
HSD11B1	-1.2010677902102
REXO4	-1.22070114824127
NSMF	-1.24540212214767
RNA5-8SN2	-1.24773761154137
CD70	-1.24950521997968
HSD11B1	-1.25488803656685
CPNE7	-1.26656746869458
PRR7	-1.26951369205743
RHOF	-1.27884206544412
AKR1B1	-1.29724753717376
SLC25A10	-1.30981690905583
PATZ1	-1.31185393530203
MZT2B	-1.31502580088564
ACTR3B	-1.34368396467689
SLC35F2	-1.34653996487587
METRN	-1.34677164186093
MRAS	-1.35631591782578
STEAP3	-1.36203952103397
LGR4	-1.37247992074078
IGFBP4	-1.38948579408414
CCDC28B	-1.39747328123296
PLXNA1	-1.43347306614955
OSR2	-1.44932392403169
FADS2	-1.46203902584751
GCAT	-1.4730414217306
COTL1	-1.48887009623511
CGREF1	-1.53052170624131
RNF167	-1.53433332178959
MZT2A	-1.54164876982677
RAC3	-1.55581567194505
CPNE7	-1.57203216855423
KPNA3	-1.5846491784625
PDZD8	-1.58554660310186
SORD	-1.59624410821752
METRN	-1.63138179883009
G0S2	-1.63973938431565
CD320	-1.65395312544861
RPL22L1	-1.71936868166176
RPL13	-1.77928445596426
NTHL1	-1.7869997009896
MRAS	-1.78737836930523
PALD1	-1.83797122147043
METRN	-1.86543372720884
SLC9A3R2	-1.88162334890754
IMPDH2	-1.88989597680425
NPM3	-1.8930548328835
SV2A	-1.8956456371708
SLC25A23	-1.89928761598685
APCDD1	-1.9112753591593
COL8A2	-1.92765740654107
NID1	-1.97464241357228
SAPCD2	-2.01154664722056
NDUFB10	-2.01177097779347
RRP1B	-2.03026192668091
COPZ2	-2.14314733140634
MYCBP	-2.14468976585926
FADS1	-2.14493381815701
METTL26	-2.21171994183243
APCDD1	-2.2692130355023
MACROD1	-2.30441049719041
MARCKSL1	-2.41664877421702
ELFN1-AS1	-2.42442263925896
BEX3	-2.43558576201694
MBTPS2	-2.46112585984571
LRFN1	-2.48516529967814
CARD9	-2.485662616428
HLA-F	-2.57826566696293
CDCA7	-2.65978862975946
MYCBP	-2.7396725722339
PRXL2B	-2.81193810015038
PRR11	-2.90957732664673
SLC27A5	-2.98842679742709
RAC3	-3.02615944782413
NABP2	-3.05012608047913
PTPRN2	-3.0907532653477
HPDL	-3.15207131077445
CERS1	-3.40005396210651
FKBP11	-3.87915879153061
FUOM	-4.18672394704152
CTXN1	-4.3753634748607
CDCA7	-4.61901026084464
NEFH	-5.14521693956829
SLC38A5	-5.73442630345625
CDC42EP1	-6.22950278318169
GAL	-7.97425813667001
